Contenu_,Date_,Utilisateur_,Source_,ID_,Tweet URL 
Lorie : ses déboires dans sa nouvelle vie de maman ! https://t.co/Iuz3aXXtee #MRadio,2020-12-11 14:41:18,mradiofr,FeedPress Publisher,1337407115388985345,https://twitter.com/statuses/1337407115388985345
@le_brouteur Il n’avait juste pas d’actualité,2020-12-11 14:41:15,barthsumbu1,Twitter for iPhone,1337407102365675522,https://twitter.com/statuses/1337407102365675522
RC Lens : Seko Fofana se livre sur son statut et son arrivée https://t.co/hRO2MJbCmd,2020-12-11 14:41:10,Eurofoot5,WordPress.com,1337407082673397768,https://twitter.com/statuses/1337407082673397768
"Villas-Boas : ""Il y aura beaucoup de changements à l'OM en 2021""
https://t.co/d5ZOTxt16o",2020-12-11 14:41:05,DailyMercato,Twitter Web App,1337407061446057984,https://twitter.com/statuses/1337407061446057984
y’a des news qui rendent le smile https://t.co/IsPhX6z5xG,2020-12-11 14:40:47,xuxichris,Twitter for iPhone,1337406983213895681,https://twitter.com/statuses/1337406983213895681
"""Il va manquer à beaucoup de monde. Nous sommes dévastés"" 

https://t.co/mkXA9JdnVL",2020-12-11 14:40:38,YahooPopFR,TweetDeck,1337406946052337665,https://twitter.com/statuses/1337406946052337665
"Ile-de-France : Julien Bayou, du «trublion» au candidat https://t.co/n6q5oqNPnQ encore un qui si croit ,ca ne durera pas comme dab,pauvre type",2020-12-11 14:40:38,brunodelos1,Twitter Web App,1337406944429092864,https://twitter.com/statuses/1337406944429092864
Ironheart : la remplaçante d'Iron Man arrive en série sur Disney Plus - https://t.co/PafSMIW9l7 https://t.co/gGHFNbf9jb,2020-12-11 14:40:36,SeasonPremiere_,Zapier.com,1337406940067078144,https://twitter.com/statuses/1337406940067078144
WandaVision : une nouvelle bande-annonce fantastique pour la série Marvel - https://t.co/Z7584T4bgJ https://t.co/nKrxyxhm2Q,2020-12-11 14:40:35,SeasonPremiere_,Zapier.com,1337406935797215239,https://twitter.com/statuses/1337406935797215239
"RDC : Joseph KABILA vient de prendre l’avion pour Kolwezi.

Pour plus d’infos, consulter notre site internet sur https://t.co/ZZcVgzAUwC pour plonger dans l’océan de l’actualité congolaise et internationale.

https://t.co/wXjkFyyrUW",2020-12-11 14:40:34,ousman_sheva,Twitter Web App,1337406928004259841,https://twitter.com/statuses/1337406928004259841
Répression des Ouïghours : Griezmann rompt son partenariat avec Huawei https://t.co/ukJe9gbnzt,2020-12-11 14:40:32,swigglaradio,dlvr.it,1337406922169802753,https://twitter.com/statuses/1337406922169802753
"Sommaire Guignol's Rock au 11-12 : Gonzaï ""Spécial Punk"" / L'Obs ""Légendes du Rock""/  Covid alt' news & docu ""mal traités"" / brèvesNews: John Lennon / Arctic Monkeys / Bad Nerves / Amy Winehouse / Peter Green / Alain Bashung / (etc)
https://t.co/0vZWivC5NZ https://t.co/FLcZeKDEIh",2020-12-11 14:40:17,akaStevieDixon,Twitter Web App,1337406858114592769,https://twitter.com/statuses/1337406858114592769
Quelqu un a des news de @presqueparfaite ?!,2020-12-11 14:40:13,fred_om28,Twitter for iPhone,1337406843430318082,https://twitter.com/statuses/1337406843430318082
Confinement : les services clients n’arrivent plus à suivre https://t.co/oiZCrrdSLd,2020-12-11 14:40:13,RomainDhdt,AmazingContent,1337406841899393026,https://twitter.com/statuses/1337406841899393026
@NABShow 2021 Reports 540-Plus Confirmed Exhibitors https://t.co/WmvUdrgx4a,2020-12-11 14:40:12,TVTechnology,Twitter Web App,1337406837247909891,https://twitter.com/statuses/1337406837247909891
Capcom Arcade Stadium : Une salle d'arcade s'annonce sur Switch avec des jeux par dizaines https://t.co/qdqtpjlm1G,2020-12-11 14:40:07,Gameblog,AgoraPulse Manager,1337406815127134210,https://twitter.com/statuses/1337406815127134210
Les choix en matière d’algorithmes ont une énorme influence. Le modèle de Facebook consiste à pousser des contenus qui favorisent l’engagement. Or rien ne le fait aussi bien que les contenus clivants. https://t.co/Qz67jn8M59,2020-12-11 14:39:51,LIVErtising,Twitter Web App,1337406748609695747,https://twitter.com/statuses/1337406748609695747
"Première levée de fonds de la startup africaine StarNews Mobile avec Investors & Partners (I&P).
https://t.co/DfdCUoqOsd",2020-12-11 14:39:43,leaders_afrique,TweetDeck,1337406716225363969,https://twitter.com/statuses/1337406716225363969
BUSINESS MONTRES x ATLANTICO Quand l'Antarctique devient chic et quand le titane tient le choc : c'est l'actualité pré-hivernale des montres - https://t.co/9oGjClkYKg https://t.co/JaiBV0BU6u,2020-12-11 14:39:34,ZeNouveauChic,IFTTT,1337406678724186113,https://twitter.com/statuses/1337406678724186113
Toujours d’actualité https://t.co/EaFC7Yne2a,2020-12-11 14:39:11,Askior,Twitter for iPhone,1337406582997594119,https://twitter.com/statuses/1337406582997594119
Décisions du Conseil des ministres du 11 décembre 2020 #begov https://t.co/L0fWMuYvWr https://t.co/rhk5fPLF6q,2020-12-11 14:38:41,belgiumbe,Twitter Web App,1337406456027623424,https://twitter.com/statuses/1337406456027623424
"""La majorité de la majorité me soutient [...], dit Darmanin en privé. Si j'en juge par le nombre de sollicitations que je reçois pr aller voir des députés dans leur circonscription, je ne dois pas être un cas contact !"" Par @ericmandonnet  https://t.co/Hv0MD7i9mU",2020-12-11 14:38:41,laurelinedup,Twitter Web App,1337406455989858307,https://twitter.com/statuses/1337406455989858307
@LeclercBonPlan commande passée le 24/11 pour une livraison le 27/11. Le colis est expédié mais n’est jamais arrivé. Sur le site toujours pas de news. Pas de réponse du service client par mail depuis le 7/11. Ps de remboursement possible sans le colis ... #help,2020-12-11 14:37:58,lelaouiska,Twitter for iPhone,1337406274112249858,https://twitter.com/statuses/1337406274112249858
"Notre lutte n'est pas de l'histoire ancienne, cette lutte est plus que jamais d'actualité ! Intéressez-vous aux plaidoyers que nous portons, notamment autour du travail du sexe, des migrantEs, des usagerEs de drogues et arrêtez de voir ACT UP avec une nostalgie morbide ! https://t.co/FrZs48EFPG",2020-12-11 14:37:42,ma_barto,Twitter for Android,1337406208056193024,https://twitter.com/statuses/1337406208056193024
"Ce malware injecte des pubs dans vos navigateurs et vole vos mots de passe 

N'enregistrez JAMAIS vos mots de passe dans le navigateur.

https://t.co/c0vSst0tod",2020-12-11 14:37:41,TomekTR,Twitter Web App,1337406204386177025,https://twitter.com/statuses/1337406204386177025
"Je vous rappelle que le concours est toujours d'actualité et que vous pourrez y participer jusqu'au mardi 22 décembre, alors foncez !! https://t.co/tXoZlZnBbE",2020-12-11 14:37:21,monkeydraaw,Twitter for Android,1337406121905184769,https://twitter.com/statuses/1337406121905184769
"Goal pour 2021 : voyager dans le monde entier.

Microsoft Flight Simulator sortira sur Xbox Series X|S à l’été 2021 : https://t.co/OJVeaRjfyu

#MicrosoftFlightSimulator #TheGameAwards https://t.co/8HlIffoHdk",2020-12-11 14:36:52,XboxFR,Twitter Media Studio,1337405997674065923,https://twitter.com/statuses/1337405997674065923
"@naty_beycdg si tu veux savoir le pourquoi du comment du Maroc qui a normalisé c relations avec Israël je peut te donner plus d'explication si ça t'intéresse n'hésite pas à me le faire savoir 
La majorité des médias dit mainstream font dans les fake news",2020-12-11 14:36:52,Mocromaroc,Twitter for Android,1337405997619539968,https://twitter.com/statuses/1337405997619539968
"L'opération ""Week-end bleu"" sera de nouveau menée par les forces de l'ordre durant le week-end. Des contrôles routiers mis en place afin de s'assurer du respect des nouvelles règles de sécurité sanitaire. https://t.co/0LPcvS554i",2020-12-11 14:36:51,ZayActu,WordPress.com,1337405994033352705,https://twitter.com/statuses/1337405994033352705
News: Les CFF confirment Jochen Decker comme nouveau CIO https://t.co/MPqM8Ly092,2020-12-11 14:36:34,Anitive,dlvr.it,1337405924365877250,https://twitter.com/statuses/1337405924365877250
"News: Le distributeur IT Ingram Micro racheté pour 7,2 milliards de dollars https://t.co/CIXYYO1dk5",2020-12-11 14:36:34,Anitive,dlvr.it,1337405921585086465,https://twitter.com/statuses/1337405921585086465
News: Les PME pourront être soutenues par Innosuisse à moindre frais https://t.co/oW4KQw9mtM,2020-12-11 14:36:33,Anitive,dlvr.it,1337405918451957760,https://twitter.com/statuses/1337405918451957760
Journée internationale de lutte contre la corruption : « Emprunter le chemin de la culture du refus de la corruption et l’enseigner aux générations... https://t.co/azJrC2W3jp,2020-12-11 14:36:32,ACEngagement,dlvr.it,1337405915088125952,https://twitter.com/statuses/1337405915088125952
Un professeur de philosophie et citoyenneté suspendu pour faute grave pour avoir montré la caricature de Mahomet : ça se passe en Belgique et ça passe devant la justice https://t.co/WfdAG68i1x,2020-12-11 14:36:31,cafepedagogique,Twitter Web App,1337405910650589184,https://twitter.com/statuses/1337405910650589184
"Rachel Legrain-Trapani en galère : ce que l'ex Miss France a fait pour ""subvenir aux besoins"" de son fils... https://t.co/DAzExHmyDV https://t.co/J8crR9Q7ML",2020-12-11 14:36:04,Tele7,dlvr.it,1337405798805225472,https://twitter.com/statuses/1337405798805225472
'La 5G démontre que la Belgique a besoin d'une stratégie vis-à-vis de la Chine' https://t.co/1QaIw06z3q via @trends,2020-12-11 14:36:04,_LucBontemps,Twitter for iPhone,1337405795152121858,https://twitter.com/statuses/1337405795152121858
J-3 avant l’ouverture de la ligne 14 https://t.co/If50f8C5Zr,2020-12-11 14:36:03,voltageofficiel,dlvr.it,1337405794879299584,https://twitter.com/statuses/1337405794879299584
#TeamPSG #PSGOL Lyon : Le sentiment de Dubois sur le PSG : https://t.co/KQXSrXRSlz https://t.co/lbuWGxIJu3,2020-12-11 14:36:03,planete_psg,dlvr.it,1337405794136903683,https://twitter.com/statuses/1337405794136903683
Dental hygienist courses \ Video https://t.co/qvKvVwMaeH,2020-12-11 14:35:53,YVeiner,WordPress.com,1337405751753465858,https://twitter.com/statuses/1337405751753465858
Santé au travail : un nouvel ANI et bientôt une proposition de loi https://t.co/zWHNMNxqwd,2020-12-11 14:35:49,stguillaumin,Twitter Web App,1337405733688766464,https://twitter.com/statuses/1337405733688766464
Meilleur news de 2020 https://t.co/nrfFDk7bUj,2020-12-11 14:35:42,JulAnger12,Twitter for Android,1337405705867956225,https://twitter.com/statuses/1337405705867956225
"La suprématie de l'affect, analysée par S. Fort :""Ns ns sommes crus contemporains du triomphe de la démocratie, du dialogue social et ns ns retrouvons dans un univers marécageux que dominent la défiance à l'égard des savants, la foi en des dieux vengeurs"" https://t.co/obO85RLgU2",2020-12-11 14:35:41,laurelinedup,Twitter Web App,1337405702286008320,https://twitter.com/statuses/1337405702286008320
"La technologie creuse un fossé de productivité entre les élevages industriels, capables d’investir, et les agriculteurs indépendants. “Les exploitations de moins de 100 bêtes n’ont pas les moyens de faire dans la reconnaissance faciale” https://t.co/WUjYm38y0C via @yahooactufr",2020-12-11 14:35:38,gn21guynoel,Twitter for Android,1337405689422098433,https://twitter.com/statuses/1337405689422098433
Une nouvelle millionnaire en Mauricie https://t.co/ErRKOzs4Qj,2020-12-11 14:35:29,MSN_Quebec,OxfordBlue-Twitter,1337405649102098437,https://twitter.com/statuses/1337405649102098437
Xbox Game Pass : Football Manager 2020 retiré en décembre  https://t.co/I6zI3K9hvW,2020-12-11 14:35:18,SEGA_Mag,IFTTT,1337405604638363649,https://twitter.com/statuses/1337405604638363649
Initial D The Arcade dévoile son opening  https://t.co/yvBBWNgcWo,2020-12-11 14:35:18,SEGA_Mag,IFTTT,1337405602268590082,https://twitter.com/statuses/1337405602268590082
DR Congo parliament votes to oust pro-Kabila speaker https://t.co/JdPB0buNBn,2020-12-11 14:35:09,modernghanaweb,Modern Ghana,1337405567019732993,https://twitter.com/statuses/1337405567019732993
"Découvert via @TheMeta_News : les bandes dessinées immersives de l'illustratrice Adélie Braud pour comprendre la #PhysiqueQuantique 
https://t.co/vlwNCmeZ2h",2020-12-11 14:35:07,aspoupin,Hootsuite Inc.,1337405556072583169,https://twitter.com/statuses/1337405556072583169
Red Bull PlayHard : pourrez-vous identifier les 66 références vidéoludiques qui se cachent dans cette image ? https://t.co/VZqKlvf709 https://t.co/oOS6g31H6K,2020-12-11 14:35:03,Clubic,dlvr.it,1337405541673357312,https://twitter.com/statuses/1337405541673357312
Samsung liste les dates de mise à jour vers Android 11 pour ses téléphone en Europe https://t.co/Fg34cZkQ6Y https://t.co/FeRRhmEJTp,2020-12-11 14:35:02,Clubic,dlvr.it,1337405538171113475,https://twitter.com/statuses/1337405538171113475
"@Lucie_Pinson_ bonjour ! Je viens du Pépère News, je peux vous envoyer un message ?",2020-12-11 14:34:59,EstelleKammerer,Twitter for Android,1337405522639646720,https://twitter.com/statuses/1337405522639646720
Faciliter l’adoption du Libre auprès du grand public [màj https://t.co/V29Pzq7Ev7] https://t.co/Gp5IaA7xfD,2020-12-11 14:34:42,linuxfrorg,share-linuxfr,1337405451256860673,https://twitter.com/statuses/1337405451256860673
"Bah, juste 472 millions de perdu, c'est pas cher en toute pour environ 200 emplois! https://t.co/HM8ssdw1VQ",2020-12-11 14:34:26,Mathieu_Smith,Twitter Web App,1337405387771932672,https://twitter.com/statuses/1337405387771932672
Nouvelle bande-annonce de Monster Hunter Rise pour Nintendo Switch bientôt disponible en démo gratuite - Marseille News .net #NintendoSwitch #Switch https://t.co/tBMg2ijcAg,2020-12-11 14:34:18,forum3DS,IFTTT,1337405351386361864,https://twitter.com/statuses/1337405351386361864
"On ne doit le débat à PERSONNE

Surtout pas à des personnes qui seront intellectuellement malhonnêtes, se baseront sur des fake news où déformeront la réalité, et qui surtout, n'ont absolument pas envie d'écouter la logique et les faits.",2020-12-11 14:34:17,R1Broyrooy,Twitter for Android,1337405346613239810,https://twitter.com/statuses/1337405346613239810
Des rencontres solidaires et culturelles dans des villages traditionnels organisées pour des ... https://t.co/tWq5fEkvDS #guyane #news,2020-12-11 14:34:13,guyanenews,flux info,1337405332600070147,https://twitter.com/statuses/1337405332600070147
Un camion se renverse entre Bais et Saint-Gemmes-le-Robert : le chauffeur légèrement blessé https://t.co/z58gORD8v0,2020-12-11 14:34:06,bretonbzh56,Twitter for Android,1337405303487393793,https://twitter.com/statuses/1337405303487393793
"@Algerienasa La plus grande actualité religieuse, c'est le Message du prophète Kacou Philippe. Et si tu aimes Dieu, tu vas croire en Kacou Philippe, le prophète vivant de ton temps.
#prophètekacouphilippe https://t.co/uEfyfKe3r9",2020-12-11 14:33:47,michael_gnago,Twitter for Android,1337405224538009603,https://twitter.com/statuses/1337405224538009603
@Barnhooker9 Une star est pas obligée de parler de l’actualité non plus c’est pas des journalistes,2020-12-11 14:33:47,needidi,Twitter for iPhone,1337405221010595843,https://twitter.com/statuses/1337405221010595843
DENSO produit des semi-conducteurs de puissance en silicon carbure pour les véhicules à pile à combustible https://t.co/CCH1E7YyYA,2020-12-11 14:33:26,iconzeptpresse,Twitter Web App,1337405134939303938,https://twitter.com/statuses/1337405134939303938
Il a été voté ce vendredi matin https://t.co/vSo9AtPt67,2020-12-11 14:33:10,alpes_1,AgoraPulse Manager,1337405066408566784,https://twitter.com/statuses/1337405066408566784
"@heidi_news Avant ils mourraient en EMS de la grippe 
Et sinon ....vous pouvez parler de cette intervention (sans Rudy please) https://t.co/sJMKYLFq9X",2020-12-11 14:33:05,NattQui,Twitter for iPhone,1337405047970344960,https://twitter.com/statuses/1337405047970344960
"@EcoSceptique Elle repose aussi sur une idéalisation très excessive de ce qu'est un scientifique. Il faut arrêter de croire que parce que quelqu'un est ""rationnel""parce-qu'il a des diplômes et x publications dans des revues à comité de lecture. L'actualité nous en donne quelques exemples...",2020-12-11 14:33:03,ComVousDites,Twitter for Android,1337405036125687810,https://twitter.com/statuses/1337405036125687810
Dangerous news https://t.co/D2FzPUXPs5,2020-12-11 14:33:01,Soupelina,Twitter for Android,1337405030031306755,https://twitter.com/statuses/1337405030031306755
7 considérations actuelles pour la surveillance du #Edge de votre réseau https://t.co/dUv00N4lhC,2020-12-11 14:33:00,VertivFr,Sprinklr Publishing,1337405024092246017,https://twitter.com/statuses/1337405024092246017
"Le cold case de Jennifer Watkins, tuée en 1999, enfin résolu https://t.co/uhDDUUigUl",2020-12-11 14:32:55,MSNFrance,OxfordBlue-Twitter,1337405004370432005,https://twitter.com/statuses/1337405004370432005
"@ShematsiChris C'est un fake news, Kolwezi est calme!",2020-12-11 14:32:46,CMwanaut,Twitter Web App,1337404967473344517,https://twitter.com/statuses/1337404967473344517
"Les institutions européennes se rapprochent d’un accord sur le « paquet cohésion » Les législateurs européens ont conclu un accord sur les fonds structurels, ils deviendraient donc bientôt parvenir à un compromis sur le soutien octroyé aux ... https://t.co/l3X6T6WQ4B #UE #Europe https://t.co/pTIBtBUgP7",2020-12-11 14:32:35,EUwatchers,Twibble.io,1337404922334212096,https://twitter.com/statuses/1337404922334212096
Mort du réalisateur sud-coréen Kim Ki-duk du Covid-19 -  https://t.co/syhuVqCpmK https://t.co/xjLVSVAmQv,2020-12-11 14:32:28,PremiereFR,Zapier.com,1337404890717577221,https://twitter.com/statuses/1337404890717577221
"Thor Love and Thunder : Christian Bale jouera Gorr, le Boucher des dieux -  https://t.co/d8iYJkyLft https://t.co/FBL4XGG38l",2020-12-11 14:32:27,PremiereFR,Zapier.com,1337404888796590082,https://twitter.com/statuses/1337404888796590082
[Edito] Salles fermées : de l'absurdité d'un mépris gouvernemental  https://t.co/MIlF51qFG5 via @lesinrocks,2020-12-11 14:32:25,AnaelleAbsq,Twitter Web App,1337404878428262400,https://twitter.com/statuses/1337404878428262400
"[TÉMOIGNAGES] Alors que Jean Castex a annoncé que le #NouvelAn devrait avoir lieu sous couvre-feu, certains Français s'arrangent pour tenter de sauver, quoi qu'il en coûte, leur 31. D'autres, plus sages, se disent résignés à la solitude. via @Le_Figaro https://t.co/IRdEi3RDAM",2020-12-11 14:32:08,m_dadhemar,Twitter Web App,1337404808546881537,https://twitter.com/statuses/1337404808546881537
Darmanin et Dupond-Moretti: «Lutter contre ceux qui veulent rompre avec la République» https://t.co/c6gtLoGByi via @Le_Figaro,2020-12-11 14:32:06,LeBerrien13,Twitter Web App,1337404800133115904,https://twitter.com/statuses/1337404800133115904
"Elise Lucet déstabilise Gabriel Attal dans Cash Investigation : ""Comment ça vous espérerez ?"" (VIDEO) https://t.co/c6CnvfWs8U elle commence a faire chier celle la a foutre la merde partout,regarde toi avant de juger les autres",2020-12-11 14:32:06,brunodelos1,Twitter Web App,1337404798753239041,https://twitter.com/statuses/1337404798753239041
"@Noddus_ Dragon Ball Z Budokai (2003). J'avais 10 ans à l'époque, je suivais toutes les news comma pas possible, et c'est le jeu qui a poussé mes parents à m'acheter une PS2
(certes moche ajdh mais une claque à l'epoque) https://t.co/WqaKAZKQY6",2020-12-11 14:32:05,dilshou,Twitter Web App,1337404795217457162,https://twitter.com/statuses/1337404795217457162
YouTube prend désormais en charge le HDR dans ses live streams https://t.co/FYiCDFMORO #News https://t.co/yXTQky39rb,2020-12-11 14:32:03,JournalDuGeek,JournalduGeekv10,1337404787088891904,https://twitter.com/statuses/1337404787088891904
"#CONSEIL @Valtech_FR lance « Solidarité Commerçants », une nouvelle offre gratuite qui apporte les conseils de ses experts en marketing digital aux commerçants, restaurateurs, artisans https://t.co/HMoPnsknES",2020-12-11 14:32:01,CB_News,Buffer,1337404777974607875,https://twitter.com/statuses/1337404777974607875
Le Royaume-Uni soutient une solution à deux Etats et rejette la colonisation israélienne : responsable https://t.co/oPZkh47nUX,2020-12-11 14:31:42,TFilastin,Twitter for iPhone,1337404696294789120,https://twitter.com/statuses/1337404696294789120
Jennifer Smith se une à Brightcove como diretora de marketing https://t.co/7jRe9T7mHN,2020-12-11 14:31:36,ganhe365dias,Paper.li,1337404671959429123,https://twitter.com/statuses/1337404671959429123
NANOBIOTIX ANNONCE LA REPRISE DES NEGOCIATIONS DE SES ACTIONS ORDINAIRES SUR EURONEXT PARIS https://t.co/KmLVzbR1cT https://t.co/HTSmEdOkeI,2020-12-11 14:31:33,BW_French,dlvr.it,1337404659711897602,https://twitter.com/statuses/1337404659711897602
"[PRONOSTICS] Avec ses Bleus, Toulouse peut-il renverser l'Ulster en Champions Cup ? https://t.co/j3WLCmeYDj @LeRugbynistere https://t.co/7oNyhe1cY7",2020-12-11 14:31:32,rugbyotop,dlvr.it,1337404658122309632,https://twitter.com/statuses/1337404658122309632
Tikehau Capital : Déclaration des transactions sur actions propres réalisées du 4 décembre au 10 décembre 2020 https://t.co/4MfoE9M129 https://t.co/C7YropAPYM,2020-12-11 14:31:32,BW_French,dlvr.it,1337404656201342978,https://twitter.com/statuses/1337404656201342978
Taïwan : La garde-côtière reçoit officiellement la livraison de trois navires armés https://t.co/SQMAjOfMO1,2020-12-11 14:31:26,renseignor,Twitter Web App,1337404629609574405,https://twitter.com/statuses/1337404629609574405
"@Rappel_Akhy La plus grande actualité religieuse, c'est le ni Message du prophète Kacou Philippe. Et si tu aimes Dieu, tu vas croire en Kacou Philippe, le prophète vivant de ton temps.
#prophètekacouphilippe https://t.co/XiDnetBvyd",2020-12-11 14:31:22,michael_gnago,Twitter for Android,1337404615575400449,https://twitter.com/statuses/1337404615575400449
"J'avais prévu de commencer par parler de mes recherches, mais l'actualité m'a fourni l'occasion d'un tout autre sujet : le scrutin préférentiel proposé par Bruno Retailleau pour la primaire de la droite : https://t.co/dJWeUl8ZFq",2020-12-11 14:31:20,AdrienGazouille,Twitter Web App,1337404606536511488,https://twitter.com/statuses/1337404606536511488
"@ArkhaneAsylum Hello Ariane, des news concernant Cyberpunk Red ?
C'est sorti chez Talsorian, mais il ne me semble avoir rien vu de votre côté, ni sur le site ni sur vos réseaux (peut-être que j'ai loupé quelque chose)",2020-12-11 14:31:13,Genie_Sanzo,Twitter for Android,1337404577428213760,https://twitter.com/statuses/1337404577428213760
"L'annonce de la normalisation des relations du Maroc avec Israël a suscité beaucoup de réactions sur les RS qui me font penser que ce tweet, publié il y a quatre mois, est toujours d'actualité https://t.co/CSmyUfpDBI",2020-12-11 14:31:11,RomainCaillet,Twitter Web App,1337404566397194240,https://twitter.com/statuses/1337404566397194240
Moi qui attendait une news Silent hill https://t.co/9kF2czwEZA,2020-12-11 14:31:09,Astora59,Twitter for Android,1337404560676106241,https://twitter.com/statuses/1337404560676106241
Il y a des news qui donne le smile https://t.co/spKPMdCAw1,2020-12-11 14:31:07,BasileVincent3,Twitter for Android,1337404550324629504,https://twitter.com/statuses/1337404550324629504
#Mediapro et la LFP trouvent un accord pour les droits de la Ligue 1 https://t.co/rJCvsojMt1,2020-12-11 14:31:00,alloforfait,TweetDeck,1337404521148891139,https://twitter.com/statuses/1337404521148891139
Bordeaux : L’invincibilité face à l’OM enfin expliquée https://t.co/gjDdxYQpZw,2020-12-11 14:30:55,Eurofoot5,WordPress.com,1337404502069088256,https://twitter.com/statuses/1337404502069088256
"Ce pins que j'ai acheté en 2018 est toujours autant d'actualité.
https://t.co/mhCj7GbILn",2020-12-11 14:30:53,Icha_twit,Twitter Web App,1337404490836832261,https://twitter.com/statuses/1337404490836832261
Actualité : La police se voit octroyer de nouvelles possibilités de fichage par trois décrets visant désormais les “opinions” https://t.co/qaaSNlFnMt https://t.co/9Jx1hyPEsG,2020-12-11 14:30:44,JIT_FRANCE,Netvibes Widget,1337404454342176769,https://twitter.com/statuses/1337404454342176769
"@Guy_Fawkes_News l'Ordre des médecins est un "" État dans l' État "" avec un budget annuel de fonctionnement de 85 millions d'euros ,  qui règne sans partage sur ses affidés ! et gare à ceux des 226000 médecins/spécialistes (2018) qui oseront défier la règle de  ""L' omerta Covidienne "" !",2020-12-11 14:30:40,krisstall74,Twitter Web App,1337404437283958786,https://twitter.com/statuses/1337404437283958786
B) on affaiblit encore le système de dépistage en basculant vers les tests antigéniques aux performances médiocres (un article publié dans l'Express ose même évoquer leur inaptitude au dépistage : .../22 https://t.co/oGTHQDQQ5j,2020-12-11 14:30:37,C_A_Gustave,Twitter Web App,1337404426039025669,https://twitter.com/statuses/1337404426039025669
Le clan Borlée quitte la ligue francophone pour la ligue flamande https://t.co/cqNZv5ujrD https://t.co/B4QVAnkdTj,2020-12-11 14:30:37,sportfootmag,Echobox,1337404424185114627,https://twitter.com/statuses/1337404424185114627
"On ne déjeune pas avec le diable, même avec une très longue cuillère : https://t.co/K3WFFzzSnz",2020-12-11 14:30:35,fflayol,Twitter Web App,1337404415549042691,https://twitter.com/statuses/1337404415549042691
I've just read Coming soon: Citroën Ami on @AutoTrader_UK https://t.co/Oih21TgixQ,2020-12-11 14:30:31,raunwin1968,Twitter for Android,1337404401271521281,https://twitter.com/statuses/1337404401271521281
L'employée chinoise de Bloomberg News risque de nombreuses années de prison https://t.co/JW0LVZUgcY,2020-12-11 14:30:25,MagazineCapital,Buffer,1337404375086616577,https://twitter.com/statuses/1337404375086616577
Affaire Mila : l'adolescente renvoyée après avoir révélé le nom de son lycée https://t.co/dJRLvw8RcM une gaffeuse finalement sans intérêt !,2020-12-11 14:30:24,1945Nanita,Twitter Web App,1337404372079288322,https://twitter.com/statuses/1337404372079288322
"Au 11 décembre, la Suisse compte quelque 1093 lits en unité de soins intensifs dont 877 lits occupés, soit une réserve de 20% https://t.co/tPdh6eCyta",2020-12-11 14:30:22,heidi_news,Buffer,1337404363283849218,https://twitter.com/statuses/1337404363283849218
De nouvelles couleurs pour les vins IGP Val de Loire https://t.co/AYBWTjbbBn #communication #vin,2020-12-11 14:30:20,SophieManuelCom,Twitter Web App,1337404354547027972,https://twitter.com/statuses/1337404354547027972
"""Football/Droits TV: Mediapro se retire, indemnisera la LFP à hauteur de 100 millions d'euros"" - https://t.co/fAT8XNXsS4",2020-12-11 14:30:19,B_Barthelet,Twitter for iPhone,1337404350080176130,https://twitter.com/statuses/1337404350080176130
"Info Essonne
Un agent de sécurité de Fleury-Mérogis violent échappe toujours à une sanction
https://t.co/OEK2wTV35F https://t.co/6KCV8N4jfd",2020-12-11 14:30:13,evasionfm,Hootsuite Inc.,1337404325103067148,https://twitter.com/statuses/1337404325103067148
"La cosmétique solide, un marché qui prend du poids https://t.co/tgBMqebrE4 https://t.co/V5mx2KGk6B",2020-12-11 14:30:03,FNW_FR,FashionMag,1337404281415229441,https://twitter.com/statuses/1337404281415229441
"« Les organisations humanitaires considèrent les sanctions unilatérales comme le principal obstacle à l’acheminement de l’aide, notamment des médicaments, du matériel médical, des kits de protection, de la nourriture et d’autres biens essentiels » https://t.co/jC9t6gGuNY",2020-12-11 14:30:00,ONUinfo,TweetDeck,1337404269717315585,https://twitter.com/statuses/1337404269717315585
"Sept personnes ont été déférées devant le parquet national antiterroriste ce vendredi 

via BFMTV
#PoliceJustice https://t.co/LABAl3LZGB",2020-12-11 14:29:54,_H24news,Nonli,1337404243821596674,https://twitter.com/statuses/1337404243821596674
Romain Feillu reprend la compétition : https://t.co/h4tz3coOwC https://t.co/uoLqWVIPQ1,2020-12-11 14:29:45,directvelo,Twitter Web App,1337404209516466177,https://twitter.com/statuses/1337404209516466177
"Pour renforcer les moyens d'action contre le #terrorisme et son financement, la France va imposer des règles plus strictes en matière de #cryptomonnaies.

https://t.co/MCxzOgijzl",2020-12-11 14:29:35,NahraWalid,Twitter Web App,1337404164373159942,https://twitter.com/statuses/1337404164373159942
#TeamPSG #PSGOL Lyon : Garcia veut la jouer ''Champions League'' : https://t.co/6Rd9tCeIpo https://t.co/7g5GoZNgf0,2020-12-11 14:29:33,planete_psg,dlvr.it,1337404157817339907,https://twitter.com/statuses/1337404157817339907
"L'acteur Tommy Lister Jr. (The Dark Knight, Le Cinquième élément) est mort à l'âge de 62 ans https://t.co/6lnKAzT9uT https://t.co/TFBZT6IwES",2020-12-11 14:29:33,cesoirtv,dlvr.it,1337404155133009921,https://twitter.com/statuses/1337404155133009921
Ridiculous.  https://t.co/aJwhJqx2V6,2020-12-11 14:29:32,soundguysgirl,Twitter for iPhone,1337404151370711040,https://twitter.com/statuses/1337404151370711040
